problem_id,model,test_id,passed,error
10,chatgptv5.5,52,True,
10,chatgptv5.5,53,True,
10,chatgptv5.5,54,True,
10,chatgptv5.5,55,True,
10,chatgptv5.5,56,True,
10,chatgptv5.5,57,True,
10,chatgptv5.5,58,True,
10,chatgptv5.5,59,True,
10,chatgptv5.5,60,True,
10,chatgptv5.5,61,True,
10,chatgptv5.5,62,True,
10,chatgptv5.5,63,True,
10,chatgptv5.5,64,True,
10,chatgptv5.5,65,True,
10,chatgptv5.5,66,True,
10,chatgptv5.5,67,True,
10,chatgptv5.5,68,True,
10,chatgptv5.5,69,True,
10,chatgptv5.5,70,True,
10,chatgptv5.5,71,True,
10,chatgptv5.5,72,True,
10,chatgptv5.5,73,True,
10,chatgptv5.5,74,True,
10,chatgptv5.5,75,True,
10,chatgptv5.5,76,True,
10,chatgptv5.5,77,True,
10,chatgptv5.5,78,True,
10,chatgptv5.5,79,True,
10,chatgptv5.5,80,True,
10,chatgptv5.5,81,True,
10,chatgptv5.5,82,True,
10,chatgptv5.5,83,True,
10,chatgptv5.5,84,True,
10,chatgptv5.5,85,True,
10,chatgptv5.5,86,True,
10,chatgptv5.5,87,True,
10,chatgptv5.5,88,True,
10,chatgptv5.5,89,True,
10,chatgptv5.5,90,True,
10,chatgptv5.5,91,True,
10,chatgptv5.5,92,True,
10,chatgptv5.5,93,True,
10,chatgptv5.5,94,True,
10,chatgptv5.5,95,True,
10,chatgptv5.5,96,True,
10,chatgptv5.5,97,True,
10,chatgptv5.5,98,True,
10,chatgptv5.5,99,True,
10,chatgptv5.5,100,True,
10,chatgptv5.5,101,True,
10,chatgptv5.5,102,True,
10,chatgptv5.5,103,True,
10,chatgptv5.5,104,True,
10,chatgptv5.5,105,True,
10,chatgptv5.5,106,True,
10,chatgptv5.5,107,True,
10,chatgptv5.5,108,True,
10,chatgptv5.5,109,True,
10,chatgptv5.5,110,True,
10,chatgptv5.5,111,True,
10,chatgptv5.5,112,True,
10,chatgptv5.5,113,True,
10,chatgptv5.5,114,True,
10,chatgptv5.5,115,True,
10,chatgptv5.5,116,True,
10,chatgptv5.5,117,True,
10,chatgptv5.5,118,True,
10,chatgptv5.5,119,True,
10,chatgptv5.5,120,True,
10,chatgptv5.5,121,True,
10,chatgptv5.5,122,True,
10,chatgptv5.5,123,True,
10,chatgptv5.5,124,True,
10,chatgptv5.5,125,True,
10,chatgptv5.5,126,True,
10,chatgptv5.5,127,True,
10,chatgptv5.5,128,True,
10,chatgptv5.5,129,True,
10,chatgptv5.5,130,True,
10,chatgptv5.5,131,True,
10,chatgptv5.5,132,True,
10,chatgptv5.5,133,True,
10,chatgptv5.5,134,True,
10,chatgptv5.5,135,True,
10,chatgptv5.5,136,True,
10,chatgptv5.5,137,True,
10,chatgptv5.5,138,True,
10,chatgptv5.5,139,True,
10,chatgptv5.5,140,True,
10,chatgptv5.5,141,True,
10,chatgptv5.5,142,True,
10,chatgptv5.5,143,True,
10,chatgptv5.5,144,True,
10,chatgptv5.5,145,True,
10,chatgptv5.5,146,True,
10,chatgptv5.5,147,True,
10,chatgptv5.5,148,True,
10,chatgptv5.5,149,True,
10,chatgptv5.5,150,True,
10,chatgptv5.5,151,True,
10,chatgptv5.5,152,True,
10,chatgptv5.5,153,True,
10,chatgptv5.5,154,True,
10,chatgptv5.5,155,True,
10,chatgptv5.5,156,True,
10,chatgptv5.5,157,True,
10,chatgptv5.5,158,True,
10,chatgptv5.5,159,True,
10,chatgptv5.5,160,True,
10,chatgptv5.5,161,True,
10,chatgptv5.5,162,True,
10,chatgptv5.5,163,True,
10,chatgptv5.5,164,True,
10,chatgptv5.5,165,True,
10,chatgptv5.5,166,True,
10,chatgptv5.5,167,True,
10,chatgptv5.5,168,True,
10,chatgptv5.5,169,True,
10,chatgptv5.5,170,True,
10,chatgptv5.5,171,True,
10,chatgptv5.5,172,True,
10,chatgptv5.5,173,True,
10,chatgptv5.5,174,True,
10,chatgptv5.5,175,True,
10,chatgptv5.5,176,True,
10,chatgptv5.5,177,True,
10,chatgptv5.5,178,True,
10,chatgptv5.5,179,True,
10,chatgptv5.5,180,True,
10,chatgptv5.5,181,True,
10,chatgptv5.5,182,True,
10,chatgptv5.5,183,True,
10,chatgptv5.5,184,True,
10,chatgptv5.5,185,True,
11,chatgptv5.5,1,True,
11,chatgptv5.5,2,True,
11,chatgptv5.5,3,True,
11,chatgptv5.5,4,True,
11,chatgptv5.5,5,True,
11,chatgptv5.5,6,True,
11,chatgptv5.5,7,True,
11,chatgptv5.5,8,True,
11,chatgptv5.5,9,True,
11,chatgptv5.5,10,True,
11,chatgptv5.5,11,True,
11,chatgptv5.5,12,True,
11,chatgptv5.5,13,True,
11,chatgptv5.5,14,True,
11,chatgptv5.5,15,True,
11,chatgptv5.5,16,True,
11,chatgptv5.5,17,True,
11,chatgptv5.5,18,True,
11,chatgptv5.5,19,True,
11,chatgptv5.5,20,True,
11,chatgptv5.5,21,True,
11,chatgptv5.5,22,True,
11,chatgptv5.5,23,True,
11,chatgptv5.5,24,True,
11,chatgptv5.5,25,True,
11,chatgptv5.5,26,True,
11,chatgptv5.5,27,True,
11,chatgptv5.5,28,True,
11,chatgptv5.5,29,True,
11,chatgptv5.5,30,True,
11,chatgptv5.5,31,True,
11,chatgptv5.5,32,True,
11,chatgptv5.5,33,True,
11,chatgptv5.5,34,True,
11,chatgptv5.5,35,True,
11,chatgptv5.5,36,True,
11,chatgptv5.5,37,True,
11,chatgptv5.5,38,True,
11,chatgptv5.5,39,True,
11,chatgptv5.5,40,True,
11,chatgptv5.5,41,True,
11,chatgptv5.5,42,True,
11,chatgptv5.5,43,True,
11,chatgptv5.5,44,True,
11,chatgptv5.5,45,True,
11,chatgptv5.5,46,True,
11,chatgptv5.5,47,True,
11,chatgptv5.5,48,True,
11,chatgptv5.5,49,True,
11,chatgptv5.5,50,True,
11,chatgptv5.5,51,True,
11,chatgptv5.5,52,True,
11,chatgptv5.5,53,True,
11,chatgptv5.5,54,True,
11,chatgptv5.5,55,True,
11,chatgptv5.5,56,True,
11,chatgptv5.5,57,True,
11,chatgptv5.5,58,True,
11,chatgptv5.5,59,True,
11,chatgptv5.5,60,True,
11,chatgptv5.5,61,True,
11,chatgptv5.5,62,True,
11,chatgptv5.5,63,True,
11,chatgptv5.5,64,True,
11,chatgptv5.5,65,True,
11,chatgptv5.5,66,True,
11,chatgptv5.5,67,True,
11,chatgptv5.5,68,True,
11,chatgptv5.5,69,True,
11,chatgptv5.5,70,True,
11,chatgptv5.5,71,True,
11,chatgptv5.5,72,True,
11,chatgptv5.5,73,True,
11,chatgptv5.5,74,True,
11,chatgptv5.5,75,True,
11,chatgptv5.5,76,True,
11,chatgptv5.5,77,True,
11,chatgptv5.5,78,True,
11,chatgptv5.5,79,True,
11,chatgptv5.5,80,True,
11,chatgptv5.5,81,True,
11,chatgptv5.5,82,True,
11,chatgptv5.5,83,True,
11,chatgptv5.5,84,True,
11,chatgptv5.5,85,True,
11,chatgptv5.5,86,True,
11,chatgptv5.5,87,True,
11,chatgptv5.5,88,True,
11,chatgptv5.5,89,True,
11,chatgptv5.5,90,True,
11,chatgptv5.5,91,True,
11,chatgptv5.5,92,True,
11,chatgptv5.5,93,True,
11,chatgptv5.5,94,True,
11,chatgptv5.5,95,True,
11,chatgptv5.5,96,True,
11,chatgptv5.5,97,True,
11,chatgptv5.5,98,True,
11,chatgptv5.5,99,True,
11,chatgptv5.5,100,True,
11,chatgptv5.5,101,True,
11,chatgptv5.5,102,True,
11,chatgptv5.5,103,True,
11,chatgptv5.5,104,True,
11,chatgptv5.5,105,True,
11,chatgptv5.5,106,True,
11,chatgptv5.5,107,True,
11,chatgptv5.5,108,True,
11,chatgptv5.5,109,True,
11,chatgptv5.5,110,True,
11,chatgptv5.5,111,True,
11,chatgptv5.5,112,True,
11,chatgptv5.5,113,True,
11,chatgptv5.5,114,True,
11,chatgptv5.5,115,True,
11,chatgptv5.5,116,True,
11,chatgptv5.5,117,True,
11,chatgptv5.5,118,True,
11,chatgptv5.5,119,True,
11,chatgptv5.5,120,True,
11,chatgptv5.5,121,True,
11,chatgptv5.5,122,True,
11,chatgptv5.5,123,True,
11,chatgptv5.5,124,True,
11,chatgptv5.5,125,True,
11,chatgptv5.5,126,True,
11,chatgptv5.5,127,True,
11,chatgptv5.5,128,True,
11,chatgptv5.5,129,True,
11,chatgptv5.5,130,True,
11,chatgptv5.5,131,True,
11,chatgptv5.5,132,True,
11,chatgptv5.5,133,True,
11,chatgptv5.5,134,True,
11,chatgptv5.5,135,True,
11,chatgptv5.5,136,True,
11,chatgptv5.5,137,True,
11,chatgptv5.5,138,True,
11,chatgptv5.5,139,True,
11,chatgptv5.5,140,True,
11,chatgptv5.5,141,True,
11,chatgptv5.5,142,True,
11,chatgptv5.5,143,True,
11,chatgptv5.5,144,True,
11,chatgptv5.5,145,True,
11,chatgptv5.5,146,True,
11,chatgptv5.5,147,True,
11,chatgptv5.5,148,True,
11,chatgptv5.5,149,True,
11,chatgptv5.5,150,True,
11,chatgptv5.5,151,True,
11,chatgptv5.5,152,True,
11,chatgptv5.5,153,True,
11,chatgptv5.5,154,True,
11,chatgptv5.5,155,True,
11,chatgptv5.5,156,True,
11,chatgptv5.5,157,True,
11,chatgptv5.5,158,True,
11,chatgptv5.5,159,True,
11,chatgptv5.5,160,True,
11,chatgptv5.5,161,True,
11,chatgptv5.5,162,True,
11,chatgptv5.5,163,True,
11,chatgptv5.5,164,True,
11,chatgptv5.5,165,True,
11,chatgptv5.5,166,True,
11,chatgptv5.5,167,True,
11,chatgptv5.5,168,True,
11,chatgptv5.5,169,True,
11,chatgptv5.5,170,True,
11,chatgptv5.5,171,True,
11,chatgptv5.5,172,True,
11,chatgptv5.5,173,True,
11,chatgptv5.5,174,True,
11,chatgptv5.5,175,True,
11,chatgptv5.5,176,True,
11,chatgptv5.5,177,True,
11,chatgptv5.5,178,True,
11,chatgptv5.5,179,True,
11,chatgptv5.5,180,True,
11,chatgptv5.5,181,True,
11,chatgptv5.5,182,True,
11,chatgptv5.5,183,True,
12,chatgptv5.5,1,True,
12,chatgptv5.5,2,True,
12,chatgptv5.5,3,True,
12,chatgptv5.5,4,True,
12,chatgptv5.5,5,True,
12,chatgptv5.5,6,True,
12,chatgptv5.5,7,True,
12,chatgptv5.5,8,True,
12,chatgptv5.5,9,True,
12,chatgptv5.5,10,True,
12,chatgptv5.5,11,True,
12,chatgptv5.5,12,True,
12,chatgptv5.5,13,True,
12,chatgptv5.5,14,True,
12,chatgptv5.5,15,True,
12,chatgptv5.5,16,True,
12,chatgptv5.5,17,True,
12,chatgptv5.5,18,True,
12,chatgptv5.5,19,True,
12,chatgptv5.5,20,True,
12,chatgptv5.5,21,True,
13,chatgptv5.5,1,True,
13,chatgptv5.5,2,True,
13,chatgptv5.5,3,True,
13,chatgptv5.5,4,True,
13,chatgptv5.5,5,True,
13,chatgptv5.5,6,True,
13,chatgptv5.5,7,True,
13,chatgptv5.5,8,True,
13,chatgptv5.5,9,True,
13,chatgptv5.5,10,True,
13,chatgptv5.5,11,True,
13,chatgptv5.5,12,True,
13,chatgptv5.5,13,True,
13,chatgptv5.5,14,True,
13,chatgptv5.5,15,True,
13,chatgptv5.5,16,True,
13,chatgptv5.5,17,True,
13,chatgptv5.5,18,True,
13,chatgptv5.5,19,True,
13,chatgptv5.5,20,True,
13,chatgptv5.5,21,True,
13,chatgptv5.5,22,True,
13,chatgptv5.5,23,True,
13,chatgptv5.5,24,True,
13,chatgptv5.5,25,True,
13,chatgptv5.5,26,True,
13,chatgptv5.5,27,True,
13,chatgptv5.5,28,True,
13,chatgptv5.5,29,True,
13,chatgptv5.5,30,True,
13,chatgptv5.5,31,True,
13,chatgptv5.5,32,True,
13,chatgptv5.5,33,True,
13,chatgptv5.5,34,True,
13,chatgptv5.5,35,True,
13,chatgptv5.5,36,True,
13,chatgptv5.5,37,True,
13,chatgptv5.5,38,True,
13,chatgptv5.5,39,True,
13,chatgptv5.5,40,True,
13,chatgptv5.5,41,True,
13,chatgptv5.5,42,True,
13,chatgptv5.5,43,True,
13,chatgptv5.5,44,True,
13,chatgptv5.5,45,True,
13,chatgptv5.5,46,True,
13,chatgptv5.5,47,True,
13,chatgptv5.5,48,True,
13,chatgptv5.5,49,True,
13,chatgptv5.5,50,True,
13,chatgptv5.5,51,True,
13,chatgptv5.5,52,True,
13,chatgptv5.5,53,True,
13,chatgptv5.5,54,True,
13,chatgptv5.5,55,True,
13,chatgptv5.5,56,True,
13,chatgptv5.5,57,True,
13,chatgptv5.5,58,True,
13,chatgptv5.5,59,True,
13,chatgptv5.5,60,True,
13,chatgptv5.5,61,True,
13,chatgptv5.5,62,True,
13,chatgptv5.5,63,True,
13,chatgptv5.5,64,True,
13,chatgptv5.5,65,True,
13,chatgptv5.5,66,True,
13,chatgptv5.5,67,True,
13,chatgptv5.5,68,True,
13,chatgptv5.5,69,True,
13,chatgptv5.5,70,True,
13,chatgptv5.5,71,True,
14,chatgptv5.5,1,True,
14,chatgptv5.5,2,True,
14,chatgptv5.5,3,True,
14,chatgptv5.5,4,True,
14,chatgptv5.5,5,True,
14,chatgptv5.5,6,True,
14,chatgptv5.5,7,True,
14,chatgptv5.5,8,True,
14,chatgptv5.5,9,True,
14,chatgptv5.5,10,True,
14,chatgptv5.5,11,True,
14,chatgptv5.5,12,True,
14,chatgptv5.5,13,True,
14,chatgptv5.5,14,True,
14,chatgptv5.5,15,True,
14,chatgptv5.5,16,True,
14,chatgptv5.5,17,True,
14,chatgptv5.5,18,True,
14,chatgptv5.5,19,True,
14,chatgptv5.5,20,True,
14,chatgptv5.5,21,True,
14,chatgptv5.5,22,True,
14,chatgptv5.5,23,True,
14,chatgptv5.5,24,True,
14,chatgptv5.5,25,True,
14,chatgptv5.5,26,True,
14,chatgptv5.5,27,True,
14,chatgptv5.5,28,True,
14,chatgptv5.5,29,True,
14,chatgptv5.5,30,True,
14,chatgptv5.5,31,True,
14,chatgptv5.5,32,True,
14,chatgptv5.5,33,True,
14,chatgptv5.5,34,True,
14,chatgptv5.5,35,True,
14,chatgptv5.5,36,True,
14,chatgptv5.5,37,True,
14,chatgptv5.5,38,True,
14,chatgptv5.5,39,True,
14,chatgptv5.5,40,True,
14,chatgptv5.5,41,True,
14,chatgptv5.5,42,True,
14,chatgptv5.5,43,True,
14,chatgptv5.5,44,True,
14,chatgptv5.5,45,True,
14,chatgptv5.5,46,True,
14,chatgptv5.5,47,True,
14,chatgptv5.5,48,True,
14,chatgptv5.5,49,True,
14,chatgptv5.5,50,True,
14,chatgptv5.5,51,True,
14,chatgptv5.5,52,True,
14,chatgptv5.5,53,True,
14,chatgptv5.5,54,True,
14,chatgptv5.5,55,True,
14,chatgptv5.5,56,True,
14,chatgptv5.5,57,True,
14,chatgptv5.5,58,True,
14,chatgptv5.5,59,True,
14,chatgptv5.5,60,True,
14,chatgptv5.5,61,True,
14,chatgptv5.5,62,True,
14,chatgptv5.5,63,True,
14,chatgptv5.5,64,True,
14,chatgptv5.5,65,True,
14,chatgptv5.5,66,True,
14,chatgptv5.5,67,True,
14,chatgptv5.5,68,True,
14,chatgptv5.5,69,True,
15,chatgptv5.5,1,True,
15,chatgptv5.5,2,True,
15,chatgptv5.5,3,True,
15,chatgptv5.5,4,True,
15,chatgptv5.5,5,True,
15,chatgptv5.5,6,True,
15,chatgptv5.5,7,True,
15,chatgptv5.5,8,True,
15,chatgptv5.5,9,True,
15,chatgptv5.5,10,True,
15,chatgptv5.5,11,True,
15,chatgptv5.5,12,True,
15,chatgptv5.5,13,True,
15,chatgptv5.5,14,True,
15,chatgptv5.5,15,True,
15,chatgptv5.5,16,True,
15,chatgptv5.5,17,True,
15,chatgptv5.5,18,True,
15,chatgptv5.5,19,True,
15,chatgptv5.5,20,True,
15,chatgptv5.5,21,True,
15,chatgptv5.5,22,True,
15,chatgptv5.5,23,True,
15,chatgptv5.5,24,True,
15,chatgptv5.5,25,True,
15,chatgptv5.5,26,True,
15,chatgptv5.5,27,True,
15,chatgptv5.5,28,True,
15,chatgptv5.5,29,True,
15,chatgptv5.5,30,True,
15,chatgptv5.5,31,True,
15,chatgptv5.5,32,True,
15,chatgptv5.5,33,True,
15,chatgptv5.5,34,True,
15,chatgptv5.5,35,True,
15,chatgptv5.5,36,True,
15,chatgptv5.5,37,True,
15,chatgptv5.5,38,True,
15,chatgptv5.5,39,True,
15,chatgptv5.5,40,True,
15,chatgptv5.5,41,True,
15,chatgptv5.5,42,True,
15,chatgptv5.5,43,True,
15,chatgptv5.5,44,True,
15,chatgptv5.5,45,True,
15,chatgptv5.5,46,True,
15,chatgptv5.5,47,True,
15,chatgptv5.5,48,True,
15,chatgptv5.5,49,True,
15,chatgptv5.5,50,True,
15,chatgptv5.5,51,True,
15,chatgptv5.5,52,True,
15,chatgptv5.5,53,True,
15,chatgptv5.5,54,True,
15,chatgptv5.5,55,True,
15,chatgptv5.5,56,True,
15,chatgptv5.5,57,True,
15,chatgptv5.5,58,True,
15,chatgptv5.5,59,True,
15,chatgptv5.5,60,True,
15,chatgptv5.5,61,True,
15,chatgptv5.5,62,True,
15,chatgptv5.5,63,True,
15,chatgptv5.5,64,True,
15,chatgptv5.5,65,True,
15,chatgptv5.5,66,True,
15,chatgptv5.5,67,True,
15,chatgptv5.5,68,True,
15,chatgptv5.5,69,True,
15,chatgptv5.5,70,True,
15,chatgptv5.5,71,True,
15,chatgptv5.5,72,True,
15,chatgptv5.5,73,True,
15,chatgptv5.5,74,True,
15,chatgptv5.5,75,True,
15,chatgptv5.5,76,True,
15,chatgptv5.5,77,True,
15,chatgptv5.5,78,True,
15,chatgptv5.5,79,True,
15,chatgptv5.5,80,True,
15,chatgptv5.5,81,True,
15,chatgptv5.5,82,True,
15,chatgptv5.5,83,True,
15,chatgptv5.5,84,True,
15,chatgptv5.5,85,True,
15,chatgptv5.5,86,True,
15,chatgptv5.5,87,True,
15,chatgptv5.5,88,True,
15,chatgptv5.5,89,True,
15,chatgptv5.5,90,True,
15,chatgptv5.5,91,True,
15,chatgptv5.5,92,True,
15,chatgptv5.5,93,True,
15,chatgptv5.5,94,True,
15,chatgptv5.5,95,True,
15,chatgptv5.5,96,True,
15,chatgptv5.5,97,True,
15,chatgptv5.5,98,True,
15,chatgptv5.5,99,True,
15,chatgptv5.5,100,True,
15,chatgptv5.5,101,True,
15,chatgptv5.5,102,True,
15,chatgptv5.5,103,True,
15,chatgptv5.5,104,True,
15,chatgptv5.5,105,True,
15,chatgptv5.5,106,True,
15,chatgptv5.5,107,True,
15,chatgptv5.5,108,True,
15,chatgptv5.5,109,True,
15,chatgptv5.5,110,True,
15,chatgptv5.5,111,True,
15,chatgptv5.5,112,True,
15,chatgptv5.5,113,True,
15,chatgptv5.5,114,True,
15,chatgptv5.5,115,True,
15,chatgptv5.5,116,True,
15,chatgptv5.5,117,True,
15,chatgptv5.5,118,True,
15,chatgptv5.5,119,True,
15,chatgptv5.5,120,True,
15,chatgptv5.5,121,True,
15,chatgptv5.5,122,True,
15,chatgptv5.5,123,True,
15,chatgptv5.5,124,True,
15,chatgptv5.5,125,True,
15,chatgptv5.5,126,True,
15,chatgptv5.5,127,True,
15,chatgptv5.5,128,True,
15,chatgptv5.5,129,True,
15,chatgptv5.5,130,True,
15,chatgptv5.5,131,True,
15,chatgptv5.5,132,True,
15,chatgptv5.5,133,True,
15,chatgptv5.5,134,True,
15,chatgptv5.5,135,True,
15,chatgptv5.5,136,True,
15,chatgptv5.5,137,True,
15,chatgptv5.5,138,True,
15,chatgptv5.5,139,True,
15,chatgptv5.5,140,True,
15,chatgptv5.5,141,True,
15,chatgptv5.5,142,True,
15,chatgptv5.5,143,True,
15,chatgptv5.5,144,True,
15,chatgptv5.5,145,True,
15,chatgptv5.5,146,True,
15,chatgptv5.5,147,True,
15,chatgptv5.5,148,True,
15,chatgptv5.5,149,True,
15,chatgptv5.5,150,True,
15,chatgptv5.5,151,True,
15,chatgptv5.5,152,True,
15,chatgptv5.5,153,True,
15,chatgptv5.5,154,True,
15,chatgptv5.5,155,True,
15,chatgptv5.5,156,True,
15,chatgptv5.5,157,True,
15,chatgptv5.5,158,True,
15,chatgptv5.5,159,True,
16,chatgptv5.5,1,True,
16,chatgptv5.5,2,True,
16,chatgptv5.5,3,True,
16,chatgptv5.5,4,True,
16,chatgptv5.5,5,True,
16,chatgptv5.5,6,True,
16,chatgptv5.5,7,True,
16,chatgptv5.5,8,True,
16,chatgptv5.5,9,True,
16,chatgptv5.5,10,True,
16,chatgptv5.5,11,True,
16,chatgptv5.5,12,True,
16,chatgptv5.5,13,True,
16,chatgptv5.5,14,True,
16,chatgptv5.5,15,True,
16,chatgptv5.5,16,True,
16,chatgptv5.5,17,True,
16,chatgptv5.5,18,True,
16,chatgptv5.5,19,True,
16,chatgptv5.5,20,True,
16,chatgptv5.5,21,True,
16,chatgptv5.5,22,True,
16,chatgptv5.5,23,True,
16,chatgptv5.5,24,True,
16,chatgptv5.5,25,True,
16,chatgptv5.5,26,True,
16,chatgptv5.5,27,True,
16,chatgptv5.5,28,True,
16,chatgptv5.5,29,True,
16,chatgptv5.5,30,True,
16,chatgptv5.5,31,True,
16,chatgptv5.5,32,True,
16,chatgptv5.5,33,True,
16,chatgptv5.5,34,True,
16,chatgptv5.5,35,True,
16,chatgptv5.5,36,True,
16,chatgptv5.5,37,True,
16,chatgptv5.5,38,True,
16,chatgptv5.5,39,True,
16,chatgptv5.5,40,True,
16,chatgptv5.5,41,True,
16,chatgptv5.5,42,True,
16,chatgptv5.5,43,True,
